Frequency,Uncertainty,A,Intensity,Molecule,Isotopologue,Dataset,"E""",g',"g""",J',"J""",QN',"QN"""
   40.516763,    0.000001,2.2705E-02,9.4411E-23,H2O,1H2-16O,POKAZATEL, 1731.896456,    21,    21,      3,      3,  1  2  0  1  0  B2                               ,  0  3  0  1  0  B1                               
   40.530325,    0.000002,1.8911E-03,1.6371E-25,H2O,1H2-16O,POKAZATEL, 2724.166800,    51,    45,      8,      7,  4  5  0  1  0  B1                               ,  5  2  0  1  0  B2                               
   40.554698,    0.000006,8.7388E-04,6.4648E-24,H2O,1H2-16O,POKAZATEL, 1590.690531,    19,    17,      9,      8,  6  4  0  0  0  A1                               ,  7  1  0  0  0  A2                               
   40.692929,    0.000006,8.8309E-04,1.9526E-23,H2O,1H2-16O,POKAZATEL, 1590.690038,    57,    51,      9,      8,  6  3  0  0  0  B1                               ,  7  2  0  0  0  B2                               
   40.789012,    0.000002,2.2093E-03,2.6548E-25,H2O,1H2-16O,POKAZATEL, 2399.165320,    15,    13,      7,      6,  3  5  0  1  0  A2                               ,  4  2  0  1  0  A1                               
   40.843033,    0.000016,1.2227E-03,1.0544E-28,H2O,1H2-16O,POKAZATEL, 3997.507884,    23,    21,     11,     10,  7  5  0  1  0  A2                               ,  8  2  0  1  0  A1                               
   40.894596,    0.000010,1.2275E-03,3.1712E-28,H2O,1H2-16O,POKAZATEL, 3997.508059,    69,    63,     11,     10,  7  4  0  1  0  B2                               ,  8  3  0  1  0  B1                               
   40.971659,    0.000035,8.3710E-04,1.5398E-29,H2O,1H2-16O,POKAZATEL, 4484.992083,    51,    45,      8,      7,  2  7  1  0  0  B1                               ,  3  4  1  0  0  B2                               
   40.987992,    0.000001,1.8673E-02,4.6817E-20,H2O,1H2-16O,POKAZATEL,   95.175936,     5,     5,      2,      2,  2  0  0  0  0  A1                               ,  1  1  0  0  0  A2                               
   41.124610,    0.000003,3.4895E-03,1.5536E-28,H2O,1H2-16O,POKAZATEL, 3885.737737,     7,     5,      3,      2,  1  2  0  0  1  A1                               ,  2  1  0  0  1  A2                               
   41.675619,    0.000007,1.3540E-03,1.2161E-29,H2O,1H2-16O,POKAZATEL, 4345.559055,    13,    11,      6,      5,  3  4  0  0  1  A1                               ,  4  1  0  0  1  A2                               
   42.411395,    0.000027,5.5150E-04,2.8912E-25,H2O,1H2-16O,POKAZATEL, 2205.651740,    27,    25,     13,     12,  3 11  0  0  0  A2                               ,  4  8  0  0  0  A1                               
   42.638387,    0.000019,1.5312E-03,7.3635E-22,H2O,1H2-16O,POKAZATEL,  888.598561,    45,    39,      7,      6,  4  3  0  0  0  B1                               ,  5  2  0  0  0  B2                               
   43.243628,    0.000001,1.0598E-03,7.0993E-22,H2O,1H2-16O,POKAZATEL,  842.356519,    51,    45,      8,      7,  2  7  0  0  0  B1                               ,  3  4  0  0  0  B2                               
   43.629048,    0.000005,2.5574E-04,5.4512E-23,H2O,1H2-16O,POKAZATEL, 1079.079254,    51,    57,      8,      9,  4  5  0  0  0  B1                               ,  1  8  0  0  0  B2                               
   43.765203,    0.000012,6.9989E-03,1.7436E-28,H2O,1H2-16O,POKAZATEL, 4350.699134,    39,    39,      6,      6,  4  3  1  0  0  B1                               ,  2  4  0  0  1  B2                               
   44.099337,    0.000002,2.3015E-03,5.7128E-21,H2O,1H2-16O,POKAZATEL,  508.812049,    39,    33,      6,      5,  2  5  0  0  0  B1                               ,  3  2  0  0  0  B2                               
   44.323831,    0.000029,8.3702E-04,1.8023E-29,H2O,1H2-16O,POKAZATEL, 4408.028706,    45,    39,      7,      6,  2  6  0  0  1  B2                               ,  3  3  0  0  1  B1                               
   44.463317,    0.000190,2.9235E-02,1.7310E-26,H2O,1H2-16O,POKAZATEL, 3151.629850,     3,     1,      1,      0,  1  1  0  2  0  A2                               ,  0  0  0  2  0  A1                               
   44.540112,    0.000031,9.8687E-04,2.9260E-24,H2O,1H2-16O,POKAZATEL, 2009.804629,    63,    57,     10,      9,  7  4  0  0  0  B2                               ,  8  1  0  0  0  B1                               
   44.563067,    0.000048,9.8847E-04,9.7637E-25,H2O,1H2-16O,POKAZATEL, 2009.805017,    21,    19,     10,      9,  7  3  0  0  0  A2                               ,  8  2  0  0  0  A1                               
   44.853541,    0.000004,2.5099E-04,3.9107E-23,H2O,1H2-16O,POKAZATEL,  882.890327,    15,    17,      7,      8,  4  4  0  0  0  A1                               ,  1  7  0  0  0  A2                               
   45.019899,    0.000046,1.4961E-03,1.7036E-29,H2O,1H2-16O,POKAZATEL, 4308.211312,    15,    13,      7,      6,  2  6  1  0  0  A1                               ,  3  3  1  0  0  A2                               
   45.160130,    0.000007,5.3893E-04,8.1060E-29,H2O,1H2-16O,POKAZATEL, 3739.518715,    13,    15,      6,      7,  2  4  0  2  0  A1                               ,  1  7  0  2  0  A2                               
   45.383981,    0.000007,3.2574E-02,6.8219E-26,H2O,1H2-16O,POKAZATEL, 3289.242308,    21,    21,      3,      3,  1  2  0  2  0  B2                               ,  0  3  0  2  0  B1                               
   45.401494,    0.000030,1.7398E-03,1.3613E-29,H2O,1H2-16O,POKAZATEL, 4613.573099,    45,    39,      7,      6,  4  4  0  0  1  B2                               ,  5  1  0  0  1  B1                               
   45.407725,    0.000013,2.8324E-04,2.4189E-29,H2O,1H2-16O,POKAZATEL, 4050.512242,    33,    33,      5,      5,  2  3  1  0  0  B1                               ,  5  0  0  2  0  B2                               
   45.452906,    0.000010,2.0743E-03,1.2735E-28,H2O,1H2-16O,POKAZATEL, 4153.937922,    39,    33,      6,      5,  2  5  1  0  0  B1                               ,  3  2  1  0  0  B2                               
   45.726451,    0.000034,1.9888E-03,2.3417E-29,H2O,1H2-16O,POKAZATEL, 4526.719729,    45,    39,      7,      6,  4  3  1  0  0  B1                               ,  5  2  1  0  0  B2                               
   45.889296,    0.000070,1.9693E-02,3.5376E-29,H2O,1H2-16O,POKAZATEL, 4759.023378,    21,    15,      3,      2,  0  3  0  3  0  B1                               ,  1  2  0  3  0  B2                               
   45.970598,    0.000032,3.5789E-04,2.2615E-26,H2O,1H2-16O,POKAZATEL, 2872.273105,    87,    93,     14,     15,  5 10  0  0  0  B2                               ,  2 13  0  0  0  B1                               
   46.071798,    0.000031,3.9687E-02,6.9027E-28,H2O,1H2-16O,POKAZATEL, 4149.899082,    11,    11,      5,      5,  2  3  0  0  1  A2                               ,  1  4  0  0  1  A1                               
   46.241623,    0.000050,1.9933E-04,3.7275E-27,H2O,1H2-16O,POKAZATEL, 2880.832451,    27,    29,     13,     14,  7  7  0  0  0  A2                               ,  4 10  0  0  0  A1                               
   46.384009,    0.000032,3.9811E-02,3.3365E-27,H2O,1H2-16O,POKAZATEL, 4049.535958,    33,    33,      5,      5,  2  3  1  0  0  B1                               ,  1  4  1  0  0  B2                               
   46.644427,    0.000154,1.6218E-03,3.3588E-29,H2O,1H2-16O,POKAZATEL, 4510.901000,    75,    69,     12,     11,  8  5  0  1  0  B1                               ,  9  2  0  1  0  B2                               
   46.653503,    0.000154,1.6228E-03,1.1201E-29,H2O,1H2-16O,POKAZATEL, 4510.900514,    25,    23,     12,     11,  8  4  0  1  0  A1                               ,  9  3  0  1  0  A2                               
   47.039192,    0.000042,7.1242E-03,8.8748E-29,H2O,1H2-16O,POKAZATEL, 4249.524211,    13,    13,      6,      6,  2  5  0  0  1  A2                               ,  2  4  1  0  0  A1                               
   47.053151,    0.000002,4.2612E-02,1.4076E-19,H2O,1H2-16O,POKAZATEL,  399.457514,    33,    33,      5,      5,  2  3  0  0  0  B1                               ,  1  4  0  0  0  B2                               
   47.431346,    0.000001,4.4145E-02,3.3219E-23,H2O,1H2-16O,POKAZATEL, 1875.469702,     9,     9,      4,      4,  2  2  0  1  0  A1                               ,  1  3  0  1  0  A2                               
   47.648611,    0.000003,3.1447E-03,7.5971E-26,H2O,1H2-16O,POKAZATEL, 2724.041342,    17,    15,      8,      7,  4  4  0  1  0  A1                               ,  5  3  0  1  0  A2                               
   47.760254,    0.000024,4.0235E-03,4.7814E-29,H2O,1H2-16O,POKAZATEL, 4564.034271,    57,    51,      9,      8,  4  5  0  2  0  B1                               ,  5  4  0  2  0  B2                               
   47.867316,    0.000050,3.2757E-04,8.4153E-24,H2O,1H2-16O,POKAZATEL, 1293.017188,    19,    21,      9,     10,  4  6  0  0  0  A1                               ,  1  9  0  0  0  A2                               
   48.059300,    0.000001,2.2710E-03,9.4763E-22,H2O,1H2-16O,POKAZATEL,  661.548885,    15,    13,      7,      6,  2  6  0  0  0  A1                               ,  3  3  0  0  0  A2                               
   48.410954,    0.000038,2.3800E-03,2.8907E-29,H2O,1H2-16O,POKAZATEL, 4248.152449,    13,    11,      6,      5,  2  5  0  0  1  A2                               ,  3  2  0  0  1  A1                               
   48.605328,    0.000004,6.6930E-04,2.4731E-29,H2O,1H2-16O,POKAZATEL, 4244.304528,    39,    33,      6,      5,  3  4  1  0  0  B2                               ,  3  3  0  0  1  B1                               
   49.153016,    0.000002,4.6842E-03,6.6803E-24,H2O,1H2-16O,POKAZATEL, 2004.815439,    33,    27,      5,      4,  2  3  0  1  0  B1                               ,  3  2  0  1  0  B2                               
   49.192475,    0.000008,7.1967E-04,1.6168E-29,H2O,1H2-16O,POKAZATEL, 4345.271862,    39,    33,      6,      5,  4  3  1  0  0  B1                               ,  4  2  0  0  1  B2                               
   49.458966,    0.000003,1.7731E-03,6.7662E-29,H2O,1H2-16O,POKAZATEL, 3927.802715,     9,     9,      4,      4,  1  4  0  0  1  A1                               ,  1  3  1  0  0  A2                               
   49.583178,    0.000034,1.6598E-03,1.4716E-29,H2O,1H2-16O,POKAZATEL, 4387.356790,    19,    17,      9,      8,  3  7  0  2  0  A2                               ,  0  8  1  0  0  A1                               
   49.836392,    0.000001,3.1164E-02,2.9492E-23,H2O,1H2-16O,POKAZATEL, 1693.649942,     5,     5,      2,      2,  2  0  0  1  0  A1                               ,  1  1  0  1  0  A2                               
   50.424659,    0.000034,3.5072E-03,3.8869E-29,H2O,1H2-16O,POKAZATEL, 4257.786653,    13,    11,      6,      5,  3  3  1  0  0  A2                               ,  4  2  1  0  0  A1                               
   50.570442,    0.000330,3.9533E-04,3.7222E-27,H2O,1H2-16O,POKAZATEL, 3216.192512,    75,    69,     12,     11, 10  3  0  0  0  B1                               , 11  0  0  0  0  B2                               
   50.571230,    0.000330,3.9533E-04,1.2407E-27,H2O,1H2-16O,POKAZATEL, 3216.192516,    25,    23,     12,     11, 10  2  0  0  0  A1                               , 11  1  0  0  0  A2                               
   50.683187,    0.000502,4.1250E-02,1.4753E-29,H2O,1H2-16O,POKAZATEL, 4666.790461,     3,     1,      1,      0,  1  1  0  3  0  A2                               ,  0  0  0  3  0  A1                               
   50.894216,    0.000005,1.0327E-02,5.0900E-27,H2O,1H2-16O,POKAZATEL, 3387.680576,     9,     7,      4,      3,  1  3  0  2  0  A2                               ,  2  2  0  2  0  A1                               
   51.005730,    0.000062,1.2924E-03,1.3162E-25,H2O,1H2-16O,POKAZATEL, 2471.254912,    23,    21,     11,     10,  8  4  0  0  0  A1                               ,  9  1  0  0  0  A2                               
   51.009940,    0.000062,1.2927E-03,3.9492E-25,H2O,1H2-16O,POKAZATEL, 2471.254532,    69,    63,     11,     10,  8  3  0  0  0  B1                               ,  9  2  0  0  0  B2                               
   51.325105,    0.000007,3.0692E-02,7.1711E-26,H2O,1H2-16O,POKAZATEL, 3237.917203,    21,    15,      3,      2,  0  3  0  2  0  B1                               ,  1  2  0  2  0  B2                               
   51.434477,    0.000004,3.5985E-03,1.5441E-21,H2O,1H2-16O,POKAZATEL,  610.114408,    13,    11,      6,      5,  3  3  0  0  0  A2                               ,  4  2  0  0  0  A1                               
   52.004294,    0.000075,4.9792E-02,6.2449E-29,H2O,1H2-16O,POKAZATEL, 4804.912674,    21,    21,      3,      3,  1  2  0  3  0  B2                               ,  0  3  0  3  0  B1                               
   52.161042,    0.000003,2.6104E-02,8.1941E-28,H2O,1H2-16O,POKAZATEL, 3833.576695,     5,     5,      2,      2,  2  1  0  0  1  A2                               ,  1  2  0  0  1  A1                               
   52.181569,    0.000040,2.4762E-02,3.0061E-28,H2O,1H2-16O,POKAZATEL, 4195.970880,    11,    11,      5,      5,  3  2  0  0  1  A1                               ,  2  3  0  0  1  A2                               
   52.510670,    0.000002,2.8804E-04,2.3071E-22,H2O,1H2-16O,POKAZATEL,  704.214032,    39,    45,      6,      7,  4  3  0  0  0  B1                               ,  1  6  0  0  0  B2                               
   52.785683,    0.000035,3.5342E-02,1.6153E-27,H2O,1H2-16O,POKAZATEL, 3875.017032,     9,     9,      4,      4,  1  3  1  0  0  A2                               ,  0  4  1  0  0  A1                               
   53.105671,    0.000002,6.0863E-02,8.1135E-23,H2O,1H2-16O,POKAZATEL, 2000.862784,    33,    33,      5,      5,  2  3  0  1  0  B1                               ,  1  4  0  1  0  B2                               
   53.173055,    0.000008,3.5546E-02,2.9980E-27,H2O,1H2-16O,POKAZATEL, 3974.630534,    27,    27,      4,      4,  1  3  0  0  1  B1                               ,  0  4  0  0  1  B2                               
   53.245490,    0.000002,2.9008E-04,2.7493E-23,H2O,1H2-16O,POKAZATEL, 1201.921026,    51,    57,      8,      9,  5  4  0  0  0  B2                               ,  2  7  0  0  0  B1                               
   53.444275,    0.000005,3.7107E-02,6.7908E-20,H2O,1H2-16O,POKAZATEL,  222.052782,     9,     9,      4,      4,  1  3  0  0  0  A2                               ,  0  4  0  0  0  A1                               
   53.649232,    0.000178,1.1345E-03,3.4641E-28,H2O,1H2-16O,POKAZATEL, 3758.395486,    35,    33,     17,     16,  4 14  0  0  0  A1                               ,  5 11  0  0  0  A2                               
